episode,t,action,reward,reward_pred,continue_pred,posterior_entropy,actor_entropy
0,1,4,0.0,-1.476138368161628e-05,1.0,0.09285411983728409,0.5045996904373169
0,2,4,0.0,-5.2258728828746825e-06,1.0,0.12579578161239624,0.7836388945579529
0,3,4,0.0,-7.3911924118874595e-06,1.0,0.12787802517414093,0.7034225463867188
0,4,4,0.0,-1.4389842363016214e-05,1.0,0.12708646059036255,1.5492119789123535
0,5,4,0.0,-3.7982242702128133e-06,1.0,0.14394617080688477,1.5091321468353271
0,6,4,0.0,-4.409009761729976e-06,1.0,0.17160958051681519,1.5217063426971436
0,7,4,0.0,-2.1675350581062958e-07,1.0,0.13319826126098633,0.40063366293907166
0,8,4,0.0,-1.056112495234629e-07,1.0,0.13319826126098633,0.36226171255111694
0,9,4,0.0,-8.552306951514765e-08,1.0,0.13319826126098633,0.35131141543388367
0,10,4,0.0,-8.668959594615444e-08,1.0,0.13319826126098633,0.34692609310150146
0,11,4,0.0,-9.299488823444335e-08,1.0,0.13319826126098633,0.34678617119789124
0,12,4,0.0,-9.775501297326628e-08,1.0,0.13319826126098633,0.34741735458374023
0,13,4,0.0,-1.0170437292345014e-07,1.0,0.13319826126098633,0.3480084538459778
0,14,4,0.0,-1.0491807245216478e-07,1.0,0.13319826126098633,0.34854134917259216
0,15,4,0.0,-1.0727520560749326e-07,1.0,0.13319826126098633,0.3490210473537445
0,16,4,0.0,-1.77008787431987e-05,1.0,0.106452576816082,0.6609559655189514
0,17,4,0.0,-0.0006872726953588426,1.0,0.09958383440971375,0.6625224351882935
0,18,4,0.0,-0.00020315473375376314,1.0,0.10420569777488708,0.7523952722549438
0,19,4,0.0,-8.320518645632546e-06,1.0,0.11523319035768509,0.5066590905189514
0,20,4,0.0,8.695539872860536e-05,1.0,0.10889911651611328,1.4633679389953613
0,21,4,0.0,6.538481102325022e-05,1.0,0.08069410920143127,1.1297311782836914
0,22,4,0.0,-2.549040345911635e-06,1.0,0.11303722858428955,0.2886226773262024
0,23,4,0.0,-0.0003166152455378324,1.0,0.2000872790813446,0.6821959018707275
0,24,4,0.0,-2.334847886231728e-05,1.0,0.14318475127220154,0.369639128446579
0,25,4,0.0,-4.1345221688970923e-05,1.0,0.11760823428630829,0.6577426195144653
0,26,4,0.0,-1.5168932350206887e-06,1.0,0.16270855069160461,0.9261072874069214
0,27,4,0.0,-3.487559297354892e-05,1.0,0.19143858551979065,0.8831473588943481
0,28,4,0.0,6.694633611914469e-07,1.0,0.14811058342456818,0.9369704723358154
0,29,4,0.0,7.391283725155517e-05,1.0,0.10489702969789505,1.2425451278686523
0,30,4,0.0,-1.8108578387909802e-06,1.0,0.15046612918376923,0.6607397794723511
0,31,4,0.0,-7.233967153297272e-06,1.0,0.16023847460746765,0.6117702722549438
0,32,4,0.0,8.019094821065664e-06,1.0,0.2010103464126587,0.49531394243240356
0,33,4,0.0,-2.943036633951124e-06,1.0,0.17634639143943787,0.6838127970695496
